,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
644,"With the Expose feature, all open windows shrink to fit on the screen but are still clear enough to identify.","With the Expose (ex-poh-SAY) feature, all the open windows on the desktop immediately shrink to fit on the screen but are still clear enough to identify.",4.4,MSRpar,"['With', 'the', 'Expose', 'feature', 'all', 'open', 'windows', 'shrink', 'to', 'fit', 'on', 'the', 'screen', 'but', 'are', 'still', 'clear', 'enough', 'to', 'identify']","['With', 'the', 'Expose', 'ex-poh-SAY', 'feature', 'all', 'the', 'open', 'windows', 'on', 'the', 'desktop', 'immediately', 'shrink', 'to', 'fit', 'on', 'the', 'screen', 'but', 'are', 'still', 'clear', 'enough', 'to', 'identify']","['with', 'the', 'expose', 'feature', 'all', 'open', 'window', 'shrink', 'to', 'fit', 'on', 'the', 'screen', 'but', 'be', 'still', 'clear', 'enough', 'to', 'identify']","['with', 'the', 'expose', 'ex-poh-say', 'feature', 'all', 'the', 'open', 'window', 'on', 'the', 'desktop', 'immediately', 'shrink', 'to', 'fit', 'on', 'the', 'screen', 'but', 'be', 'still', 'clear', 'enough', 'to', 'identify']",with the expose feature all open window shrink to fit on the screen but be still clear enough to identify,with the expose ex-poh-say feature all the open window on the desktop immediately shrink to fit on the screen but be still clear enough to identify
645,"Instead, prosecutors dismissed charges and Rucker left the courtroom a free man.",Instead he left the courtroom a free man after authorities dismissed criminal charges.,3.4,MSRpar,"['Instead', 'prosecutors', 'dismissed', 'charges', 'and', 'Rucker', 'left', 'the', 'courtroom', 'a', 'free', 'man']","['Instead', 'he', 'left', 'the', 'courtroom', 'a', 'free', 'man', 'after', 'authorities', 'dismissed', 'criminal', 'charges']","['instead', 'prosecutor', 'dismiss', 'charge', 'and', 'rucker', 'leave', 'the', 'courtroom', 'a', 'free', 'man']","['instead', 'he', 'leave', 'the', 'courtroom', 'a', 'free', 'man', 'after', 'authority', 'dismiss', 'criminal', 'charge']",instead prosecutor dismiss charge and rucker leave the courtroom a free man,instead he leave the courtroom a free man after authority dismiss criminal charge
646,"""This case was both mentally challenging and emotionally exhausting,"" said the foreman, Jim Wolfcale, a 41-year-old minister.","Jim Wolfcale, the jury foreman and a minister, said, ""This case was both mentally challenging and emotionally exhausting.""",4.2,MSRpar,"['This', 'case', 'was', 'both', 'mentally', 'challenging', 'and', 'emotionally', 'exhausting', 'said', 'the', 'foreman', 'Jim', 'Wolfcale', 'a', '41-year-old', 'minister']","['Jim', 'Wolfcale', 'the', 'jury', 'foreman', 'and', 'a', 'minister', 'said', 'This', 'case', 'was', 'both', 'mentally', 'challenging', 'and', 'emotionally', 'exhausting']","['this', 'case', 'be', 'both', 'mentally', 'challenging', 'and', 'emotionally', 'exhaust', 'say', 'the', 'foreman', 'jim', 'wolfcale', 'a', '41-year-old', 'minister']","['jim', 'wolfcale', 'the', 'jury', 'foreman', 'and', 'a', 'minister', 'say', 'this', 'case', 'be', 'both', 'mentally', 'challenging', 'and', 'emotionally', 'exhaust']",this case be both mentally challenging and emotionally exhaust say the foreman jim wolfcale a 41-year-old minister,jim wolfcale the jury foreman and a minister say this case be both mentally challenging and emotionally exhaust
647,He arrives later this week on the first state visit by a US President.,Mr Bush arrives on Tuesday on the first state visit by an American President.,3.0,MSRpar,"['He', 'arrives', 'later', 'this', 'week', 'on', 'the', 'first', 'state', 'visit', 'by', 'a', 'US', 'President']","['Mr', 'Bush', 'arrives', 'on', 'Tuesday', 'on', 'the', 'first', 'state', 'visit', 'by', 'an', 'American', 'President']","['he', 'arrive', 'later', 'this', 'week', 'on', 'the', 'first', 'state', 'visit', 'by', 'a', 'us', 'president']","['mr', 'bush', 'arrive', 'on', 'tuesday', 'on', 'the', 'first', 'state', 'visit', 'by', 'an', 'american', 'president']",he arrive later this week on the first state visit by a us president,mr bush arrive on tuesday on the first state visit by an american president
648,"The deal, approved by both companies' board of directors, is expected to be completed in the third quarter of Nvidia's fiscal third quarter.",The acquisition has been approved by both companies' board of directors and is expected to close in the third quarter this year.,3.4,MSRpar,"['The', 'deal', 'approved', 'by', 'both', 'companies', 'board', 'of', 'directors', 'is', 'expected', 'to', 'be', 'completed', 'in', 'the', 'third', 'quarter', 'of', 'Nvidia', ""'s"", 'fiscal', 'third', 'quarter']","['The', 'acquisition', 'has', 'been', 'approved', 'by', 'both', 'companies', 'board', 'of', 'directors', 'and', 'is', 'expected', 'to', 'close', 'in', 'the', 'third', 'quarter', 'this', 'year']","['the', 'deal', 'approve', 'by', 'both', 'company', 'board', 'of', 'director', 'be', 'expect', 'to', 'be', 'complete', 'in', 'the', 'third', 'quarter', 'of', 'nvidia', ""'s"", 'fiscal', 'third', 'quarter']","['the', 'acquisition', 'have', 'be', 'approve', 'by', 'both', 'company', 'board', 'of', 'director', 'and', 'be', 'expect', 'to', 'close', 'in', 'the', 'third', 'quarter', 'this', 'year']",the deal approve by both company board of director be expect to be complete in the third quarter of nvidia 's fiscal third quarter,the acquisition have be approve by both company board of director and be expect to close in the third quarter this year
649,The research firm earlier had forecast an increase of 4.9 percent.,The firm had predicted earlier this year a 4.9 percent increase.,4.8,MSRpar,"['The', 'research', 'firm', 'earlier', 'had', 'forecast', 'an', 'increase', 'of', '4.9', 'percent']","['The', 'firm', 'had', 'predicted', 'earlier', 'this', 'year', 'a', '4.9', 'percent', 'increase']","['the', 'research', 'firm', 'earlier', 'have', 'forecast', 'an', 'increase', 'of', '4.9', 'percent']","['the', 'firm', 'have', 'predict', 'earlier', 'this', 'year', 'a', '4.9', 'percent', 'increase']",the research firm earlier have forecast an increase of 4.9 percent,the firm have predict earlier this year a 4.9 percent increase
650,"The volatile mix could drag the session beyond the four days allotted by Bush, said Senate President Jim King.","The Senate might support capping noneconomic damages beyond the $250,000 Gov. Jeb Bush proposes, said Senate President Jim King.",2.75,MSRpar,"['The', 'volatile', 'mix', 'could', 'drag', 'the', 'session', 'beyond', 'the', 'four', 'days', 'allotted', 'by', 'Bush', 'said', 'Senate', 'President', 'Jim', 'King']","['The', 'Senate', 'might', 'support', 'capping', 'noneconomic', 'damages', 'beyond', 'the', '250,000', 'Gov', 'Jeb', 'Bush', 'proposes', 'said', 'Senate', 'President', 'Jim', 'King']","['the', 'volatile', 'mix', 'could', 'drag', 'the', 'session', 'beyond', 'the', 'four', 'day', 'allot', 'by', 'bush', 'say', 'senate', 'president', 'jim', 'king']","['the', 'senate', 'might', 'support', 'cap', 'noneconomic', 'damage', 'beyond', 'the', '250,000', 'gov', 'jeb', 'bush', 'proposes', 'say', 'senate', 'president', 'jim', 'king']",the volatile mix could drag the session beyond the four day allot by bush say senate president jim king,"the senate might support cap noneconomic damage beyond the 250,000 gov jeb bush proposes say senate president jim king"
651,More than 100 police officers were involved in the busts that were the culmination of a two-year operation investigating the cocaine importing and money laundering gang.,More than 100 officers launched the London raids in the final phase of a two-year operation investigating a cocaine and money laundering ring.,4.0,MSRpar,"['More', 'than', '100', 'police', 'officers', 'were', 'involved', 'in', 'the', 'busts', 'that', 'were', 'the', 'culmination', 'of', 'a', 'two-year', 'operation', 'investigating', 'the', 'cocaine', 'importing', 'and', 'money', 'laundering', 'gang']","['More', 'than', '100', 'officers', 'launched', 'the', 'London', 'raids', 'in', 'the', 'final', 'phase', 'of', 'a', 'two-year', 'operation', 'investigating', 'a', 'cocaine', 'and', 'money', 'laundering', 'ring']","['more', 'than', '100', 'police', 'officer', 'be', 'involve', 'in', 'the', 'bust', 'that', 'be', 'the', 'culmination', 'of', 'a', 'two-year', 'operation', 'investigate', 'the', 'cocaine', 'importing', 'and', 'money', 'laundering', 'gang']","['more', 'than', '100', 'officer', 'launch', 'the', 'london', 'raid', 'in', 'the', 'final', 'phase', 'of', 'a', 'two-year', 'operation', 'investigate', 'a', 'cocaine', 'and', 'money', 'laundering', 'ring']",more than 100 police officer be involve in the bust that be the culmination of a two-year operation investigate the cocaine importing and money laundering gang,more than 100 officer launch the london raid in the final phase of a two-year operation investigate a cocaine and money laundering ring
652,"Stripping out the extraordinary items, fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.",Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.,1.0,MSRpar,"['Stripping', 'out', 'the', 'extraordinary', 'items', 'fourth-quarter', 'earnings', 'were', '64', 'cents', 'a', 'share', 'compared', 'to', '25', 'cents', 'a', 'share', 'in', 'the', 'prior', 'year']","['Earnings', 'were', '59', 'cents', 'a', 'share', 'for', 'the', 'three', 'months', 'ended', 'May', '25', 'compared', 'with', '15', 'cents', 'a', 'share', 'a', 'year', 'earlier']","['strip', 'out', 'the', 'extraordinary', 'item', 'fourth-quarter', 'earnings', 'be', '64', 'cent', 'a', 'share', 'compare', 'to', '25', 'cent', 'a', 'share', 'in', 'the', 'prior', 'year']","['earnings', 'be', '59', 'cent', 'a', 'share', 'for', 'the', 'three', 'month', 'end', 'may', '25', 'compare', 'with', '15', 'cent', 'a', 'share', 'a', 'year', 'earlier']",strip out the extraordinary item fourth-quarter earnings be 64 cent a share compare to 25 cent a share in the prior year,earnings be 59 cent a share for the three month end may 25 compare with 15 cent a share a year earlier
653,"But at age 15, she had reached 260 pounds and a difficult decision: It was time to try surgery.","But at the age of 15, she weighed a whopping 117kg and came to a difficult decision: it was time to try surgery.",4.25,MSRpar,"['But', 'at', 'age', '15', 'she', 'had', 'reached', '260', 'pounds', 'and', 'a', 'difficult', 'decision', 'It', 'was', 'time', 'to', 'try', 'surgery']","['But', 'at', 'the', 'age', 'of', '15', 'she', 'weighed', 'a', 'whopping', '117kg', 'and', 'came', 'to', 'a', 'difficult', 'decision', 'it', 'was', 'time', 'to', 'try', 'surgery']","['but', 'at', 'age', '15', 'she', 'have', 'reach', '260', 'pound', 'and', 'a', 'difficult', 'decision', 'it', 'be', 'time', 'to', 'try', 'surgery']","['but', 'at', 'the', 'age', 'of', '15', 'she', 'weigh', 'a', 'whopping', '117kg', 'and', 'come', 'to', 'a', 'difficult', 'decision', 'it', 'be', 'time', 'to', 'try', 'surgery']",but at age 15 she have reach 260 pound and a difficult decision it be time to try surgery,but at the age of 15 she weigh a whopping 117kg and come to a difficult decision it be time to try surgery
654,"PeopleSoft will commit $863 million in cash and issue 52.6 million new shares, the companies said.","The new deal would be valued at $1.75 billion, including $863 million in cash and 52.6 million PeopleSoft shares.",3.0,MSRpar,"['PeopleSoft', 'will', 'commit', '863', 'million', 'in', 'cash', 'and', 'issue', '52.6', 'million', 'new', 'shares', 'the', 'companies', 'said']","['The', 'new', 'deal', 'would', 'be', 'valued', 'at', '1.75', 'billion', 'including', '863', 'million', 'in', 'cash', 'and', '52.6', 'million', 'PeopleSoft', 'shares']","['peoplesoft', 'will', 'commit', '863', 'million', 'in', 'cash', 'and', 'issue', '52.6', 'million', 'new', 'share', 'the', 'company', 'say']","['the', 'new', 'deal', 'would', 'be', 'value', 'at', '1.75', 'billion', 'include', '863', 'million', 'in', 'cash', 'and', '52.6', 'million', 'peoplesoft', 'share']",peoplesoft will commit 863 million in cash and issue 52.6 million new share the company say,the new deal would be value at 1.75 billion include 863 million in cash and 52.6 million peoplesoft share
655,"""If we could do that throughout the world, we could end terrorism,"" he said.","This is a hospital that treats everybody as people, and if we could do that throughout the world, we could end terrorism.""",3.5,MSRpar,"['If', 'we', 'could', 'do', 'that', 'throughout', 'the', 'world', 'we', 'could', 'end', 'terrorism', 'he', 'said']","['This', 'is', 'a', 'hospital', 'that', 'treats', 'everybody', 'as', 'people', 'and', 'if', 'we', 'could', 'do', 'that', 'throughout', 'the', 'world', 'we', 'could', 'end', 'terrorism']","['if', 'we', 'could', 'do', 'that', 'throughout', 'the', 'world', 'we', 'could', 'end', 'terrorism', 'he', 'say']","['this', 'be', 'a', 'hospital', 'that', 'treat', 'everybody', 'as', 'people', 'and', 'if', 'we', 'could', 'do', 'that', 'throughout', 'the', 'world', 'we', 'could', 'end', 'terrorism']",if we could do that throughout the world we could end terrorism he say,this be a hospital that treat everybody as people and if we could do that throughout the world we could end terrorism
656,"Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.","Buoyed by advice imparted by Nicklaus, Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry.",4.25,MSRpar,"['Buoyed', 'by', 'some', 'of', 'the', 'advice', 'imparted', 'by', 'Nicklaus', 'Howell', 'shot', 'an', '8-under', '64', 'for', 'a', 'one-stroke', 'lead', 'over', 'Kenny', 'Perry']","['Buoyed', 'by', 'advice', 'imparted', 'by', 'Nicklaus', 'Howell', 'shot', 'an', '8-under', '64', 'on', 'Thursday', 'to', 'enter', 'today', ""'s"", 'round', 'with', 'a', 'one-stroke', 'lead', 'over', 'Kenny', 'Perry']","['buoy', 'by', 'some', 'of', 'the', 'advice', 'impart', 'by', 'nicklaus', 'howell', 'shoot', 'an', '8-under', '64', 'for', 'a', 'one-stroke', 'lead', 'over', 'kenny', 'perry']","['buoy', 'by', 'advice', 'impart', 'by', 'nicklaus', 'howell', 'shoot', 'an', '8-under', '64', 'on', 'thursday', 'to', 'enter', 'today', ""'s"", 'round', 'with', 'a', 'one-stroke', 'lead', 'over', 'kenny', 'perry']",buoy by some of the advice impart by nicklaus howell shoot an 8-under 64 for a one-stroke lead over kenny perry,buoy by advice impart by nicklaus howell shoot an 8-under 64 on thursday to enter today 's round with a one-stroke lead over kenny perry
657,"So in his State of the Union address in January, Bush declared that the British government ""has learned that Saddam Hussein recently sought significant quantities of uranium from Africa.""","In his Jan. 28 State of the Union message, Bush said, ""The British government has learned that Saddam Hussein recently sought significant quantities of uranium from Africa.""",4.0,MSRpar,"['So', 'in', 'his', 'State', 'of', 'the', 'Union', 'address', 'in', 'January', 'Bush', 'declared', 'that', 'the', 'British', 'government', 'has', 'learned', 'that', 'Saddam', 'Hussein', 'recently', 'sought', 'significant', 'quantities', 'of', 'uranium', 'from', 'Africa']","['In', 'his', 'Jan.', '28', 'State', 'of', 'the', 'Union', 'message', 'Bush', 'said', 'The', 'British', 'government', 'has', 'learned', 'that', 'Saddam', 'Hussein', 'recently', 'sought', 'significant', 'quantities', 'of', 'uranium', 'from', 'Africa']","['so', 'in', 'his', 'state', 'of', 'the', 'union', 'address', 'in', 'january', 'bush', 'declare', 'that', 'the', 'british', 'government', 'have', 'learn', 'that', 'saddam', 'hussein', 'recently', 'seek', 'significant', 'quantity', 'of', 'uranium', 'from', 'africa']","['in', 'his', 'jan.', '28', 'state', 'of', 'the', 'union', 'message', 'bush', 'say', 'the', 'british', 'government', 'have', 'learn', 'that', 'saddam', 'hussein', 'recently', 'seek', 'significant', 'quantity', 'of', 'uranium', 'from', 'africa']",so in his state of the union address in january bush declare that the british government have learn that saddam hussein recently seek significant quantity of uranium from africa,in his jan. 28 state of the union message bush say the british government have learn that saddam hussein recently seek significant quantity of uranium from africa
658,Net revenue rose to $3.99 billion from $3.85 billion during the same quarter last year.,That is up from $1.14 billion during the same quarter last year.,1.75,MSRpar,"['Net', 'revenue', 'rose', 'to', '3.99', 'billion', 'from', '3.85', 'billion', 'during', 'the', 'same', 'quarter', 'last', 'year']","['That', 'is', 'up', 'from', '1.14', 'billion', 'during', 'the', 'same', 'quarter', 'last', 'year']","['net', 'revenue', 'rise', 'to', '3.99', 'billion', 'from', '3.85', 'billion', 'during', 'the', 'same', 'quarter', 'last', 'year']","['that', 'be', 'up', 'from', '1.14', 'billion', 'during', 'the', 'same', 'quarter', 'last', 'year']",net revenue rise to 3.99 billion from 3.85 billion during the same quarter last year,that be up from 1.14 billion during the same quarter last year
659,"If it's a Bill Gates Comdex keynote, it must be time for new Tablet PCs.","If it's the Sunday night before Comdex, it must be time for yet another Bill Gates keynote.",3.067,MSRpar,"['If', 'it', ""'s"", 'a', 'Bill', 'Gates', 'Comdex', 'keynote', 'it', 'must', 'be', 'time', 'for', 'new', 'Tablet', 'PCs']","['If', 'it', ""'s"", 'the', 'Sunday', 'night', 'before', 'Comdex', 'it', 'must', 'be', 'time', 'for', 'yet', 'another', 'Bill', 'Gates', 'keynote']","['if', 'it', ""'s"", 'a', 'bill', 'gate', 'comdex', 'keynote', 'it', 'must', 'be', 'time', 'for', 'new', 'tablet', 'pc']","['if', 'it', ""'s"", 'the', 'sunday', 'night', 'before', 'comdex', 'it', 'must', 'be', 'time', 'for', 'yet', 'another', 'bill', 'gate', 'keynote']",if it 's a bill gate comdex keynote it must be time for new tablet pc,if it 's the sunday night before comdex it must be time for yet another bill gate keynote
660,"According to reports, Knight allegedly punched a parking attendant outside a Los Angeles nightclub.",He was arrested last week for allegedly punching a parking attendant outside a nightclub in LA.,3.25,MSRpar,"['According', 'to', 'reports', 'Knight', 'allegedly', 'punched', 'a', 'parking', 'attendant', 'outside', 'a', 'Los', 'Angeles', 'nightclub']","['He', 'was', 'arrested', 'last', 'week', 'for', 'allegedly', 'punching', 'a', 'parking', 'attendant', 'outside', 'a', 'nightclub', 'in', 'LA']","['accord', 'to', 'report', 'knight', 'allegedly', 'punch', 'a', 'parking', 'attendant', 'outside', 'a', 'los', 'angeles', 'nightclub']","['he', 'be', 'arrest', 'last', 'week', 'for', 'allegedly', 'punch', 'a', 'parking', 'attendant', 'outside', 'a', 'nightclub', 'in', 'la']",accord to report knight allegedly punch a parking attendant outside a los angeles nightclub,he be arrest last week for allegedly punch a parking attendant outside a nightclub in la
661,"Among those waiting a turn was Jodie Singer, a sixth-grader from Washington, D.C.","Jodie Singer, a sixth-grader from Washington, D.C., anxiously awaited her turn at the microphone.",3.75,MSRpar,"['Among', 'those', 'waiting', 'a', 'turn', 'was', 'Jodie', 'Singer', 'a', 'sixth-grader', 'from', 'Washington', 'D.C']","['Jodie', 'Singer', 'a', 'sixth-grader', 'from', 'Washington', 'D.C.', 'anxiously', 'awaited', 'her', 'turn', 'at', 'the', 'microphone']","['among', 'those', 'wait', 'a', 'turn', 'be', 'jodie', 'singer', 'a', 'sixth-grader', 'from', 'washington', 'd.c']","['jodie', 'singer', 'a', 'sixth-grader', 'from', 'washington', 'd.c.', 'anxiously', 'await', 'her', 'turn', 'at', 'the', 'microphone']",among those wait a turn be jodie singer a sixth-grader from washington d.c,jodie singer a sixth-grader from washington d.c. anxiously await her turn at the microphone
662,But the cancer society said its study had been misused.,The American Cancer Society and several scientists said the study was flawed in several ways.,2.25,MSRpar,"['But', 'the', 'cancer', 'society', 'said', 'its', 'study', 'had', 'been', 'misused']","['The', 'American', 'Cancer', 'Society', 'and', 'several', 'scientists', 'said', 'the', 'study', 'was', 'flawed', 'in', 'several', 'ways']","['but', 'the', 'cancer', 'society', 'say', 'its', 'study', 'have', 'be', 'misuse']","['the', 'american', 'cancer', 'society', 'and', 'several', 'scientist', 'say', 'the', 'study', 'be', 'flaw', 'in', 'several', 'way']",but the cancer society say its study have be misuse,the american cancer society and several scientist say the study be flaw in several way
663,Both are being held in the Armstrong County Jail.,Tatar was being held without bail in Armstrong County Prison today.,2.5,MSRpar,"['Both', 'are', 'being', 'held', 'in', 'the', 'Armstrong', 'County', 'Jail']","['Tatar', 'was', 'being', 'held', 'without', 'bail', 'in', 'Armstrong', 'County', 'Prison', 'today']","['both', 'be', 'be', 'hold', 'in', 'the', 'armstrong', 'county', 'jail']","['tatar', 'be', 'be', 'hold', 'without', 'bail', 'in', 'armstrong', 'county', 'prison', 'today']",both be be hold in the armstrong county jail,tatar be be hold without bail in armstrong county prison today
664,"A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.","A few miles west are the pyramids of Teotihuacan, where corn may first have been domesticated 4,000 years ago.",3.75,MSRpar,"['A', 'few', 'miles', 'further', 'east', 'is', 'Tehuacan', 'where', 'corn', 'may', 'first', 'have', 'been', 'domesticated', '4,000', 'years', 'ago']","['A', 'few', 'miles', 'west', 'are', 'the', 'pyramids', 'of', 'Teotihuacan', 'where', 'corn', 'may', 'first', 'have', 'been', 'domesticated', '4,000', 'years', 'ago']","['a', 'few', 'mile', 'far', 'east', 'be', 'tehuacan', 'where', 'corn', 'may', 'first', 'have', 'be', 'domesticate', '4,000', 'year', 'ago']","['a', 'few', 'mile', 'west', 'be', 'the', 'pyramid', 'of', 'teotihuacan', 'where', 'corn', 'may', 'first', 'have', 'be', 'domesticate', '4,000', 'year', 'ago']","a few mile far east be tehuacan where corn may first have be domesticate 4,000 year ago","a few mile west be the pyramid of teotihuacan where corn may first have be domesticate 4,000 year ago"
665,"The confusion capped a tumultuous week for the list, which is intended to block about 80 percent of telemarketing calls.",The free service was originally intended to block about 80 percent of telemarketer calls.,3.25,MSRpar,"['The', 'confusion', 'capped', 'a', 'tumultuous', 'week', 'for', 'the', 'list', 'which', 'is', 'intended', 'to', 'block', 'about', '80', 'percent', 'of', 'telemarketing', 'calls']","['The', 'free', 'service', 'was', 'originally', 'intended', 'to', 'block', 'about', '80', 'percent', 'of', 'telemarketer', 'calls']","['the', 'confusion', 'cap', 'a', 'tumultuous', 'week', 'for', 'the', 'list', 'which', 'be', 'intend', 'to', 'block', 'about', '80', 'percent', 'of', 'telemarketing', 'call']","['the', 'free', 'service', 'be', 'originally', 'intend', 'to', 'block', 'about', '80', 'percent', 'of', 'telemarketer', 'call']",the confusion cap a tumultuous week for the list which be intend to block about 80 percent of telemarketing call,the free service be originally intend to block about 80 percent of telemarketer call
666,"The other 24 members are split between representatives of the securities industry and so-called ""public"" board members.","Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.",4.0,MSRpar,"['The', 'other', '24', 'members', 'are', 'split', 'between', 'representatives', 'of', 'the', 'securities', 'industry', 'and', 'so-called', 'public', 'board', 'members']","['Of', 'the', '24', 'directors', 'who', 'are', 'not', 'exchange', 'executives', 'half', 'are', 'representatives', 'of', 'the', 'securities', 'industry', 'and', 'half', 'are', 'designated', 'public', 'members']","['the', 'other', '24', 'member', 'be', 'split', 'between', 'representative', 'of', 'the', 'security', 'industry', 'and', 'so-called', 'public', 'board', 'member']","['of', 'the', '24', 'director', 'who', 'be', 'not', 'exchange', 'executive', 'half', 'be', 'representative', 'of', 'the', 'security', 'industry', 'and', 'half', 'be', 'designate', 'public', 'member']",the other 24 member be split between representative of the security industry and so-called public board member,of the 24 director who be not exchange executive half be representative of the security industry and half be designate public member
667,"""Our strong preference is to achieve a financial restructuring out of court, and we remain hopeful we can do so,"" chief executive Marce Fuller said.","""Our strong preference is to achieve a financial restructuring out of court,"" Mirant CEO Marce Fuller said in a prepared statement early Friday.",4.0,MSRpar,"['Our', 'strong', 'preference', 'is', 'to', 'achieve', 'a', 'financial', 'restructuring', 'out', 'of', 'court', 'and', 'we', 'remain', 'hopeful', 'we', 'can', 'do', 'so', 'chief', 'executive', 'Marce', 'Fuller', 'said']","['Our', 'strong', 'preference', 'is', 'to', 'achieve', 'a', 'financial', 'restructuring', 'out', 'of', 'court', 'Mirant', 'CEO', 'Marce', 'Fuller', 'said', 'in', 'a', 'prepared', 'statement', 'early', 'Friday']","['our', 'strong', 'preference', 'be', 'to', 'achieve', 'a', 'financial', 'restructuring', 'out', 'of', 'court', 'and', 'we', 'remain', 'hopeful', 'we', 'can', 'do', 'so', 'chief', 'executive', 'marce', 'fuller', 'say']","['our', 'strong', 'preference', 'be', 'to', 'achieve', 'a', 'financial', 'restructuring', 'out', 'of', 'court', 'mirant', 'ceo', 'marce', 'fuller', 'say', 'in', 'a', 'prepared', 'statement', 'early', 'friday']",our strong preference be to achieve a financial restructuring out of court and we remain hopeful we can do so chief executive marce fuller say,our strong preference be to achieve a financial restructuring out of court mirant ceo marce fuller say in a prepared statement early friday
668,Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.,The executives fined included former Chief Executives Paul A. Allaire and G. Richard Thoman as well as former Chief Financial Officer Barry Romeril.,3.444,MSRpar,"['Named', 'in', 'the', 'complaint', 'were', 'former', 'chief', 'executive', 'officers', 'Paul', 'A.', 'Allaire', 'and', 'G.', 'Richard', 'Thoman', 'and', 'former', 'CFO', 'Barry', 'D.', 'Romeril']","['The', 'executives', 'fined', 'included', 'former', 'Chief', 'Executives', 'Paul', 'A.', 'Allaire', 'and', 'G.', 'Richard', 'Thoman', 'as', 'well', 'as', 'former', 'Chief', 'Financial', 'Officer', 'Barry', 'Romeril']","['name', 'in', 'the', 'complaint', 'be', 'former', 'chief', 'executive', 'officer', 'paul', 'a.', 'allaire', 'and', 'g.', 'richard', 'thoman', 'and', 'former', 'cfo', 'barry', 'd.', 'romeril']","['the', 'executive', 'fin', 'include', 'former', 'chief', 'executive', 'paul', 'a.', 'allaire', 'and', 'g.', 'richard', 'thoman', 'as', 'well', 'as', 'former', 'chief', 'financial', 'officer', 'barry', 'romeril']",name in the complaint be former chief executive officer paul a. allaire and g. richard thoman and former cfo barry d. romeril,the executive fin include former chief executive paul a. allaire and g. richard thoman as well as former chief financial officer barry romeril
669,The Episcopal Diocese of Central Florida became one of the first in the nation Saturday to officially reject the national denomination's policies on homosexuality.,The Episcopal Diocese of Central Florida voted Saturday to repudiate a decision by the denomination's national convention to confirm a gay man as bishop.,2.75,MSRpar,"['The', 'Episcopal', 'Diocese', 'of', 'Central', 'Florida', 'became', 'one', 'of', 'the', 'first', 'in', 'the', 'nation', 'Saturday', 'to', 'officially', 'reject', 'the', 'national', 'denomination', ""'s"", 'policies', 'on', 'homosexuality']","['The', 'Episcopal', 'Diocese', 'of', 'Central', 'Florida', 'voted', 'Saturday', 'to', 'repudiate', 'a', 'decision', 'by', 'the', 'denomination', ""'s"", 'national', 'convention', 'to', 'confirm', 'a', 'gay', 'man', 'as', 'bishop']","['the', 'episcopal', 'diocese', 'of', 'central', 'florida', 'become', 'one', 'of', 'the', 'first', 'in', 'the', 'nation', 'saturday', 'to', 'officially', 'reject', 'the', 'national', 'denomination', ""'s"", 'policy', 'on', 'homosexuality']","['the', 'episcopal', 'diocese', 'of', 'central', 'florida', 'vote', 'saturday', 'to', 'repudiate', 'a', 'decision', 'by', 'the', 'denomination', ""'s"", 'national', 'convention', 'to', 'confirm', 'a', 'gay', 'man', 'as', 'bishop']",the episcopal diocese of central florida become one of the first in the nation saturday to officially reject the national denomination 's policy on homosexuality,the episcopal diocese of central florida vote saturday to repudiate a decision by the denomination 's national convention to confirm a gay man as bishop
670,"Chera Larkins, 32, of Manhattan, charged with three sham marriages, is also charged with perjury and filing a false instrument.","Chera Larkins, 32, of Manhattan, charged with perjury and filing a false instrument in three marriage applications.",4.6,MSRpar,"['Chera', 'Larkins', '32', 'of', 'Manhattan', 'charged', 'with', 'three', 'sham', 'marriages', 'is', 'also', 'charged', 'with', 'perjury', 'and', 'filing', 'a', 'false', 'instrument']","['Chera', 'Larkins', '32', 'of', 'Manhattan', 'charged', 'with', 'perjury', 'and', 'filing', 'a', 'false', 'instrument', 'in', 'three', 'marriage', 'applications']","['chera', 'larkins', '32', 'of', 'manhattan', 'charge', 'with', 'three', 'sham', 'marriage', 'be', 'also', 'charge', 'with', 'perjury', 'and', 'file', 'a', 'false', 'instrument']","['chera', 'larkins', '32', 'of', 'manhattan', 'charge', 'with', 'perjury', 'and', 'file', 'a', 'false', 'instrument', 'in', 'three', 'marriage', 'application']",chera larkins 32 of manhattan charge with three sham marriage be also charge with perjury and file a false instrument,chera larkins 32 of manhattan charge with perjury and file a false instrument in three marriage application
