,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
2036,"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr. President, the Committee on Citizens and of the rights of citizens, justice and the businesses interiors prepared with much care the Karamanou report/ratio.",4.4,SMTeuroparl,"['Mr', 'President', 'we', 'took', 'a', 'great', 'deal', 'of', 'care', 'over', 'preparing', 'the', 'Karamanou', 'report', 'in', 'the', 'Committee', 'on', 'Citizens', 'Freedoms', 'and', 'Rights', 'Justice', 'and', 'Home', 'Affairs']","['Mr.', 'President', 'the', 'Committee', 'on', 'Citizens', 'and', 'of', 'the', 'rights', 'of', 'citizens', 'justice', 'and', 'the', 'businesses', 'interiors', 'prepared', 'with', 'much', 'care', 'the', 'Karamanou', 'report/ratio']","['mr', 'president', 'we', 'take', 'a', 'great', 'deal', 'of', 'care', 'over', 'prepare', 'the', 'karamanou', 'report', 'in', 'the', 'committee', 'on', 'citizen', 'freedom', 'and', 'right', 'justice', 'and', 'home', 'affair']","['mr.', 'president', 'the', 'committee', 'on', 'citizen', 'and', 'of', 'the', 'right', 'of', 'citizen', 'justice', 'and', 'the', 'business', 'interior', 'prepare', 'with', 'much', 'care', 'the', 'karamanou', 'report/ratio']",mr president we take a great deal of care over prepare the karamanou report in the committee on citizen freedom and right justice and home affair,mr. president the committee on citizen and of the right of citizen justice and the business interior prepare with much care the karamanou report/ratio
2037,"There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.","The recent incidents against the Greek imperative more the need to promote measures, of strengthening the institutions and the respect of human rights in Albania.",4.4,SMTeuroparl,"['There', 'is', 'an', 'urgent', 'need', 'following', 'the', 'recent', 'attacks', 'on', 'the', 'Greek', 'minority', 'in', 'Himara', 'to', 'promote', 'democratisation', 'measures', 'and', 'measures', 'to', 'strengthen', 'institutions', 'and', 'respect', 'for', 'human', 'rights', 'in', 'Albania']","['The', 'recent', 'incidents', 'against', 'the', 'Greek', 'imperative', 'more', 'the', 'need', 'to', 'promote', 'measures', 'of', 'strengthening', 'the', 'institutions', 'and', 'the', 'respect', 'of', 'human', 'rights', 'in', 'Albania']","['there', 'be', 'an', 'urgent', 'need', 'follow', 'the', 'recent', 'attack', 'on', 'the', 'greek', 'minority', 'in', 'himara', 'to', 'promote', 'democratisation', 'measure', 'and', 'measure', 'to', 'strengthen', 'institution', 'and', 'respect', 'for', 'human', 'right', 'in', 'albania']","['the', 'recent', 'incident', 'against', 'the', 'greek', 'imperative', 'more', 'the', 'need', 'to', 'promote', 'measure', 'of', 'strengthen', 'the', 'institution', 'and', 'the', 'respect', 'of', 'human', 'right', 'in', 'albania']",there be an urgent need follow the recent attack on the greek minority in himara to promote democratisation measure and measure to strengthen institution and respect for human right in albania,the recent incident against the greek imperative more the need to promote measure of strengthen the institution and the respect of human right in albania
2038,"Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.","In my eyes, there is however nothing worse than to have to inform people that a judgment delivered in their favour could be only one series of comforting words and not to have any practical consequence on their existence.",4.2,SMTeuroparl,"['Worst', 'of', 'all', 'I', 'believe', 'is', 'having', 'to', 'issue', 'a', 'warning', 'that', 'a', 'court', 'judgment', 'in', 'their', 'favour', 'may', 'just', 'be', 'a', 'set', 'of', 'comforting', 'words', 'and', 'make', 'no', 'real', 'difference', 'in', 'their', 'lives']","['In', 'my', 'eyes', 'there', 'is', 'however', 'nothing', 'worse', 'than', 'to', 'have', 'to', 'inform', 'people', 'that', 'a', 'judgment', 'delivered', 'in', 'their', 'favour', 'could', 'be', 'only', 'one', 'series', 'of', 'comforting', 'words', 'and', 'not', 'to', 'have', 'any', 'practical', 'consequence', 'on', 'their', 'existence']","['bad', 'of', 'all', 'i', 'believe', 'be', 'have', 'to', 'issue', 'a', 'warning', 'that', 'a', 'court', 'judgment', 'in', 'their', 'favour', 'may', 'just', 'be', 'a', 'set', 'of', 'comfort', 'word', 'and', 'make', 'no', 'real', 'difference', 'in', 'their', 'life']","['in', 'my', 'eye', 'there', 'be', 'however', 'nothing', 'bad', 'than', 'to', 'have', 'to', 'inform', 'people', 'that', 'a', 'judgment', 'deliver', 'in', 'their', 'favour', 'could', 'be', 'only', 'one', 'series', 'of', 'comfort', 'word', 'and', 'not', 'to', 'have', 'any', 'practical', 'consequence', 'on', 'their', 'existence']",bad of all i believe be have to issue a warning that a court judgment in their favour may just be a set of comfort word and make no real difference in their life,in my eye there be however nothing bad than to have to inform people that a judgment deliver in their favour could be only one series of comfort word and not to have any practical consequence on their existence
2039,"While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.","In withdrawing our resolution, I am, however, convinced that our Parliament would have made its voice heard in dedicating, in view of the Nice Council, a resolution and traditional so important and so difficult to the Intergovernmental Conference, rather than to deal in the framework of a single resolution including also all the other points of the agenda of the Council.",4.6,SMTeuroparl,"['While', 'withdrawing', 'the', 'resolution', 'however', 'I', 'express', 'the', 'conviction', 'that', 'this', 'Parliament', 'would', 'have', 'made', 'its', 'voice', 'heard', 'better', 'if', 'in', 'anticipation', 'of', 'the', 'Council', 'of', 'Nice', 'it', 'had', 'devoted', 'a', 'specific', 'and', 'separate', 'resolution', 'to', 'these', 'important', 'and', 'difficult', 'topics', 'of', 'the', 'Intergovernmental', 'Conference', 'instead', 'of', 'dealing', 'with', 'them', 'in', 'a', 'single', 'resolution', 'that', 'also', 'embraces', 'all', 'the', 'other', 'points', 'on', 'the', 'Council', 'agenda']","['In', 'withdrawing', 'our', 'resolution', 'I', 'am', 'however', 'convinced', 'that', 'our', 'Parliament', 'would', 'have', 'made', 'its', 'voice', 'heard', 'in', 'dedicating', 'in', 'view', 'of', 'the', 'Nice', 'Council', 'a', 'resolution', 'and', 'traditional', 'so', 'important', 'and', 'so', 'difficult', 'to', 'the', 'Intergovernmental', 'Conference', 'rather', 'than', 'to', 'deal', 'in', 'the', 'framework', 'of', 'a', 'single', 'resolution', 'including', 'also', 'all', 'the', 'other', 'points', 'of', 'the', 'agenda', 'of', 'the', 'Council']","['while', 'withdraw', 'the', 'resolution', 'however', 'i', 'express', 'the', 'conviction', 'that', 'this', 'parliament', 'would', 'have', 'make', 'its', 'voice', 'heard', 'well', 'if', 'in', 'anticipation', 'of', 'the', 'council', 'of', 'nice', 'it', 'have', 'devote', 'a', 'specific', 'and', 'separate', 'resolution', 'to', 'these', 'important', 'and', 'difficult', 'topic', 'of', 'the', 'intergovernmental', 'conference', 'instead', 'of', 'deal', 'with', 'them', 'in', 'a', 'single', 'resolution', 'that', 'also', 'embrace', 'all', 'the', 'other', 'point', 'on', 'the', 'council', 'agenda']","['in', 'withdraw', 'our', 'resolution', 'i', 'be', 'however', 'convince', 'that', 'our', 'parliament', 'would', 'have', 'make', 'its', 'voice', 'heard', 'in', 'dedicate', 'in', 'view', 'of', 'the', 'nice', 'council', 'a', 'resolution', 'and', 'traditional', 'so', 'important', 'and', 'so', 'difficult', 'to', 'the', 'intergovernmental', 'conference', 'rather', 'than', 'to', 'deal', 'in', 'the', 'framework', 'of', 'a', 'single', 'resolution', 'include', 'also', 'all', 'the', 'other', 'point', 'of', 'the', 'agenda', 'of', 'the', 'council']",while withdraw the resolution however i express the conviction that this parliament would have make its voice heard well if in anticipation of the council of nice it have devote a specific and separate resolution to these important and difficult topic of the intergovernmental conference instead of deal with them in a single resolution that also embrace all the other point on the council agenda,in withdraw our resolution i be however convince that our parliament would have make its voice heard in dedicate in view of the nice council a resolution and traditional so important and so difficult to the intergovernmental conference rather than to deal in the framework of a single resolution include also all the other point of the agenda of the council
2040,(Applause),"I have already replied on this point, and I entirely agree with what he has said about the need to improve considerably the public debate. I will not repeat what I said, but it is true that, all too often, citizens feel alienated to decisions that are taken in the bodies that they do not know.",0.0,SMTeuroparl,['Applause'],"['I', 'have', 'already', 'replied', 'on', 'this', 'point', 'and', 'I', 'entirely', 'agree', 'with', 'what', 'he', 'has', 'said', 'about', 'the', 'need', 'to', 'improve', 'considerably', 'the', 'public', 'debate', 'I', 'will', 'not', 'repeat', 'what', 'I', 'said', 'but', 'it', 'is', 'true', 'that', 'all', 'too', 'often', 'citizens', 'feel', 'alienated', 'to', 'decisions', 'that', 'are', 'taken', 'in', 'the', 'bodies', 'that', 'they', 'do', 'not', 'know']",['applause'],"['i', 'have', 'already', 'reply', 'on', 'this', 'point', 'and', 'i', 'entirely', 'agree', 'with', 'what', 'he', 'have', 'say', 'about', 'the', 'need', 'to', 'improve', 'considerably', 'the', 'public', 'debate', 'i', 'will', 'not', 'repeat', 'what', 'i', 'say', 'but', 'it', 'be', 'true', 'that', 'all', 'too', 'often', 'citizens', 'feel', 'alienate', 'to', 'decision', 'that', 'be', 'take', 'in', 'the', 'body', 'that', 'they', 'do', 'not', 'know']",applause,i have already reply on this point and i entirely agree with what he have say about the need to improve considerably the public debate i will not repeat what i say but it be true that all too often citizens feel alienate to decision that be take in the body that they do not know
2041,"In the last three weeks, progress has been made in three major areas.","These weeks, three important have been achieved.",2.4,SMTeuroparl,"['In', 'the', 'last', 'three', 'weeks', 'progress', 'has', 'been', 'made', 'in', 'three', 'major', 'areas']","['These', 'weeks', 'three', 'important', 'have', 'been', 'achieved']","['in', 'the', 'last', 'three', 'week', 'progress', 'have', 'be', 'make', 'in', 'three', 'major', 'area']","['these', 'week', 'three', 'important', 'have', 'be', 'achieve']",in the last three week progress have be make in three major area,these week three important have be achieve
2042,"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this co-operation, for your support and also for your reception, Madam the President, Mesdames and the European Deputies, the French presidency thanks you.",4.4,SMTeuroparl,"['The', 'French', 'Presidency', 'thanks', 'you', 'Madam', 'President', 'ladies', 'and', 'gentlemen', 'for', 'this', 'cooperation', 'for', 'your', 'support', 'and', 'also', 'for', 'the', 'warm', 'reception', 'you', 'have', 'given', 'us']","['For', 'this', 'co-operation', 'for', 'your', 'support', 'and', 'also', 'for', 'your', 'reception', 'Madam', 'the', 'President', 'Mesdames', 'and', 'the', 'European', 'Deputies', 'the', 'French', 'presidency', 'thanks', 'you']","['the', 'french', 'presidency', 'thanks', 'you', 'madam', 'president', 'lady', 'and', 'gentleman', 'for', 'this', 'cooperation', 'for', 'your', 'support', 'and', 'also', 'for', 'the', 'warm', 'reception', 'you', 'have', 'give', 'us']","['for', 'this', 'co-operation', 'for', 'your', 'support', 'and', 'also', 'for', 'your', 'reception', 'madam', 'the', 'president', 'madame', 'and', 'the', 'european', 'deputies', 'the', 'french', 'presidency', 'thanks', 'you']",the french presidency thanks you madam president lady and gentleman for this cooperation for your support and also for the warm reception you have give us,for this co-operation for your support and also for your reception madam the president madame and the european deputies the french presidency thanks you
2043,"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, I shall concentrate in my speech on the report by Mrs Lalumière, report that I find well and clearly.",4.2,SMTeuroparl,"['Mr', 'President', 'I', 'would', 'like', 'to', 'focus', 'in', 'my', 'speech', 'on', 'Mrs', 'Lalumière', 's', 'report', 'which', 'I', 'think', 'is', 'clearly', 'worded', 'and', 'well', 'put', 'together']","['Mr', 'President', 'I', 'shall', 'concentrate', 'in', 'my', 'speech', 'on', 'the', 'report', 'by', 'Mrs', 'Lalumière', 'report', 'that', 'I', 'find', 'well', 'and', 'clearly']","['mr', 'president', 'i', 'would', 'like', 'to', 'focus', 'in', 'my', 'speech', 'on', 'mr', 'lalumière', 's', 'report', 'which', 'i', 'think', 'be', 'clearly', 'word', 'and', 'well', 'put', 'together']","['mr', 'president', 'i', 'shall', 'concentrate', 'in', 'my', 'speech', 'on', 'the', 'report', 'by', 'mrs', 'lalumière', 'report', 'that', 'i', 'find', 'well', 'and', 'clearly']",mr president i would like to focus in my speech on mr lalumière s report which i think be clearly word and well put together,mr president i shall concentrate in my speech on the report by mrs lalumière report that i find well and clearly
2044,"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","Greek ships ran, without there being the least storm in trimmings, Mr Gayssot.",2.8,SMTeuroparl,"['Mr', 'Gayssot', 'Greek', 'ships', 'have', 'sunk', 'without', 'warning', 'when', 'there', 'were', 'no', 'storms', 'in', 'the', 'vicinity']","['Greek', 'ships', 'ran', 'without', 'there', 'being', 'the', 'least', 'storm', 'in', 'trimmings', 'Mr', 'Gayssot']","['mr', 'gayssot', 'greek', 'ship', 'have', 'sink', 'without', 'warn', 'when', 'there', 'be', 'no', 'storm', 'in', 'the', 'vicinity']","['greek', 'ship', 'run', 'without', 'there', 'be', 'the', 'least', 'storm', 'in', 'trimming', 'mr', 'gayssot']",mr gayssot greek ship have sink without warn when there be no storm in the vicinity,greek ship run without there be the least storm in trimming mr gayssot
2045,"There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.","The recent incidents against the Greek minority of Himara more imperative the need to promote measures of democratisation, strengthening of the institutions and respect for human rights in Albania.",4.8,SMTeuroparl,"['There', 'is', 'an', 'urgent', 'need', 'following', 'the', 'recent', 'attacks', 'on', 'the', 'Greek', 'minority', 'in', 'Himara', 'to', 'promote', 'democratisation', 'measures', 'and', 'measures', 'to', 'strengthen', 'institutions', 'and', 'respect', 'for', 'human', 'rights', 'in', 'Albania']","['The', 'recent', 'incidents', 'against', 'the', 'Greek', 'minority', 'of', 'Himara', 'more', 'imperative', 'the', 'need', 'to', 'promote', 'measures', 'of', 'democratisation', 'strengthening', 'of', 'the', 'institutions', 'and', 'respect', 'for', 'human', 'rights', 'in', 'Albania']","['there', 'be', 'an', 'urgent', 'need', 'follow', 'the', 'recent', 'attack', 'on', 'the', 'greek', 'minority', 'in', 'himara', 'to', 'promote', 'democratisation', 'measure', 'and', 'measure', 'to', 'strengthen', 'institution', 'and', 'respect', 'for', 'human', 'right', 'in', 'albania']","['the', 'recent', 'incident', 'against', 'the', 'greek', 'minority', 'of', 'himara', 'more', 'imperative', 'the', 'need', 'to', 'promote', 'measure', 'of', 'democratisation', 'strengthening', 'of', 'the', 'institution', 'and', 'respect', 'for', 'human', 'right', 'in', 'albania']",there be an urgent need follow the recent attack on the greek minority in himara to promote democratisation measure and measure to strengthen institution and respect for human right in albania,the recent incident against the greek minority of himara more imperative the need to promote measure of democratisation strengthening of the institution and respect for human right in albania
2046,"From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.","Since the first thoughts on this issue, which took place at European level on the initiative of the European Parliament, the Commission is committed to the Member States to promote action to develop what we might regard as a European police culture, based on the highest standards in the field of ethics, respect for the rights and freedoms of the citizens, and effectiveness in the fight against crime.",4.8,SMTeuroparl,"['From', 'the', 'first', 'discussions', 'on', 'this', 'dossier', 'which', 'were', 'held', 'at', 'European', 'level', 'at', 'the', 'initiative', 'of', 'the', 'European', 'Parliament', 'the', 'Commission', 'has', 'given', 'a', 'commitment', 'to', 'the', 'Member', 'States', 'to', 'pursue', 'a', 'course', 'of', 'action', 'designed', 'to', 'develop', 'what', 'we', 'might', 'call', 'a', 'European', 'police', 'culture', 'grounded', 'in', 'the', 'highest', 'standards', 'of', 'duty', 'respect', 'for', 'the', 'rights', 'and', 'freedoms', 'of', 'our', 'citizens', 'and', 'efficiency', 'in', 'the', 'fight', 'against', 'crime']","['Since', 'the', 'first', 'thoughts', 'on', 'this', 'issue', 'which', 'took', 'place', 'at', 'European', 'level', 'on', 'the', 'initiative', 'of', 'the', 'European', 'Parliament', 'the', 'Commission', 'is', 'committed', 'to', 'the', 'Member', 'States', 'to', 'promote', 'action', 'to', 'develop', 'what', 'we', 'might', 'regard', 'as', 'a', 'European', 'police', 'culture', 'based', 'on', 'the', 'highest', 'standards', 'in', 'the', 'field', 'of', 'ethics', 'respect', 'for', 'the', 'rights', 'and', 'freedoms', 'of', 'the', 'citizens', 'and', 'effectiveness', 'in', 'the', 'fight', 'against', 'crime']","['from', 'the', 'first', 'discussion', 'on', 'this', 'dossier', 'which', 'be', 'hold', 'at', 'european', 'level', 'at', 'the', 'initiative', 'of', 'the', 'european', 'parliament', 'the', 'commission', 'have', 'give', 'a', 'commitment', 'to', 'the', 'member', 'state', 'to', 'pursue', 'a', 'course', 'of', 'action', 'design', 'to', 'develop', 'what', 'we', 'might', 'call', 'a', 'european', 'police', 'culture', 'ground', 'in', 'the', 'high', 'standard', 'of', 'duty', 'respect', 'for', 'the', 'right', 'and', 'freedom', 'of', 'our', 'citizen', 'and', 'efficiency', 'in', 'the', 'fight', 'against', 'crime']","['since', 'the', 'first', 'thought', 'on', 'this', 'issue', 'which', 'take', 'place', 'at', 'european', 'level', 'on', 'the', 'initiative', 'of', 'the', 'european', 'parliament', 'the', 'commission', 'be', 'commit', 'to', 'the', 'member', 'state', 'to', 'promote', 'action', 'to', 'develop', 'what', 'we', 'might', 'regard', 'as', 'a', 'european', 'police', 'culture', 'base', 'on', 'the', 'high', 'standard', 'in', 'the', 'field', 'of', 'ethic', 'respect', 'for', 'the', 'right', 'and', 'freedom', 'of', 'the', 'citizen', 'and', 'effectiveness', 'in', 'the', 'fight', 'against', 'crime']",from the first discussion on this dossier which be hold at european level at the initiative of the european parliament the commission have give a commitment to the member state to pursue a course of action design to develop what we might call a european police culture ground in the high standard of duty respect for the right and freedom of our citizen and efficiency in the fight against crime,since the first thought on this issue which take place at european level on the initiative of the european parliament the commission be commit to the member state to promote action to develop what we might regard as a european police culture base on the high standard in the field of ethic respect for the right and freedom of the citizen and effectiveness in the fight against crime
2047,"Let us, as a Europe of 15 Member States, organise ourselves in order to be able to welcome those countries who are knocking at the door into the fold under respectable conditions.",Let us organise ourselves in fifteen in order to be able to welcome in the countries that are knocking at our door.,3.4,SMTeuroparl,"['Let', 'us', 'as', 'a', 'Europe', 'of', '15', 'Member', 'States', 'organise', 'ourselves', 'in', 'order', 'to', 'be', 'able', 'to', 'welcome', 'those', 'countries', 'who', 'are', 'knocking', 'at', 'the', 'door', 'into', 'the', 'fold', 'under', 'respectable', 'conditions']","['Let', 'us', 'organise', 'ourselves', 'in', 'fifteen', 'in', 'order', 'to', 'be', 'able', 'to', 'welcome', 'in', 'the', 'countries', 'that', 'are', 'knocking', 'at', 'our', 'door']","['let', 'us', 'as', 'a', 'europe', 'of', '15', 'member', 'state', 'organise', 'ourselves', 'in', 'order', 'to', 'be', 'able', 'to', 'welcome', 'those', 'country', 'who', 'be', 'knock', 'at', 'the', 'door', 'into', 'the', 'fold', 'under', 'respectable', 'condition']","['let', 'us', 'organise', 'ourselves', 'in', 'fifteen', 'in', 'order', 'to', 'be', 'able', 'to', 'welcome', 'in', 'the', 'country', 'that', 'be', 'knock', 'at', 'our', 'door']",let us as a europe of 15 member state organise ourselves in order to be able to welcome those country who be knock at the door into the fold under respectable condition,let us organise ourselves in fifteen in order to be able to welcome in the country that be knock at our door
2048,"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",That is the position advocated by the rapporteur and supported by the European People's Party.,4.6,SMTeuroparl,"['This', 'is', 'also', 'the', 'position', 'advocated', 'by', 'the', 'rapporteur', 'and', 'it', 'is', 'shared', 'by', 'the', 'European', 'People', 's', 'Party']","['That', 'is', 'the', 'position', 'advocated', 'by', 'the', 'rapporteur', 'and', 'supported', 'by', 'the', 'European', 'People', ""'s"", 'Party']","['this', 'be', 'also', 'the', 'position', 'advocate', 'by', 'the', 'rapporteur', 'and', 'it', 'be', 'share', 'by', 'the', 'european', 'people', 's', 'party']","['that', 'be', 'the', 'position', 'advocate', 'by', 'the', 'rapporteur', 'and', 'support', 'by', 'the', 'european', 'people', ""'s"", 'party']",this be also the position advocate by the rapporteur and it be share by the european people s party,that be the position advocate by the rapporteur and support by the european people 's party
2049,It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.,It should be delighted that the Parliament together a broad majority in favour of greater transparency.,4.0,SMTeuroparl,"['It', 'is', 'gratifying', 'that', 'Parliament', 'has', 'succeeded', 'in', 'producing', 'a', 'large', 'majority', 'in', 'favour', 'of', 'more', 'openness']","['It', 'should', 'be', 'delighted', 'that', 'the', 'Parliament', 'together', 'a', 'broad', 'majority', 'in', 'favour', 'of', 'greater', 'transparency']","['it', 'be', 'gratify', 'that', 'parliament', 'have', 'succeed', 'in', 'produce', 'a', 'large', 'majority', 'in', 'favour', 'of', 'more', 'openness']","['it', 'should', 'be', 'delight', 'that', 'the', 'parliament', 'together', 'a', 'broad', 'majority', 'in', 'favour', 'of', 'great', 'transparency']",it be gratify that parliament have succeed in produce a large majority in favour of more openness,it should be delight that the parliament together a broad majority in favour of great transparency
2050,Knowledge of foreign languages is accepted as a necessary precursor to mobility.,It is accepted that knowledge of foreign languages is a necessary precondition to mobility.,4.4,SMTeuroparl,"['Knowledge', 'of', 'foreign', 'languages', 'is', 'accepted', 'as', 'a', 'necessary', 'precursor', 'to', 'mobility']","['It', 'is', 'accepted', 'that', 'knowledge', 'of', 'foreign', 'languages', 'is', 'a', 'necessary', 'precondition', 'to', 'mobility']","['knowledge', 'of', 'foreign', 'language', 'be', 'accept', 'as', 'a', 'necessary', 'precursor', 'to', 'mobility']","['it', 'be', 'accept', 'that', 'knowledge', 'of', 'foreign', 'language', 'be', 'a', 'necessary', 'precondition', 'to', 'mobility']",knowledge of foreign language be accept as a necessary precursor to mobility,it be accept that knowledge of foreign language be a necessary precondition to mobility
2051,"I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.",I find it a little strange to want as of now forcing the Commission to a motion for a resolution and to ask him at the same time to draw up a Green Paper on the current state of voluntary insurance and supplementary sickness insurance.,4.4,SMTeuroparl,"['I', 'find', 'it', 'rather', 'odd', 'that', 'people', 'are', 'already', 'trying', 'to', 'tie', 'the', 'Commission', ""'s"", 'hands', 'in', 'relation', 'to', 'the', 'proposal', 'for', 'a', 'directive', 'while', 'at', 'the', 'same', 'calling', 'on', 'it', 'to', 'present', 'a', 'Green', 'Paper', 'on', 'the', 'current', 'situation', 'with', 'regard', 'to', 'optional', 'and', 'supplementary', 'health', 'insurance', 'schemes']","['I', 'find', 'it', 'a', 'little', 'strange', 'to', 'want', 'as', 'of', 'now', 'forcing', 'the', 'Commission', 'to', 'a', 'motion', 'for', 'a', 'resolution', 'and', 'to', 'ask', 'him', 'at', 'the', 'same', 'time', 'to', 'draw', 'up', 'a', 'Green', 'Paper', 'on', 'the', 'current', 'state', 'of', 'voluntary', 'insurance', 'and', 'supplementary', 'sickness', 'insurance']","['i', 'find', 'it', 'rather', 'odd', 'that', 'people', 'be', 'already', 'try', 'to', 'tie', 'the', 'commission', ""'s"", 'hand', 'in', 'relation', 'to', 'the', 'proposal', 'for', 'a', 'directive', 'while', 'at', 'the', 'same', 'call', 'on', 'it', 'to', 'present', 'a', 'green', 'paper', 'on', 'the', 'current', 'situation', 'with', 'regard', 'to', 'optional', 'and', 'supplementary', 'health', 'insurance', 'scheme']","['i', 'find', 'it', 'a', 'little', 'strange', 'to', 'want', 'as', 'of', 'now', 'force', 'the', 'commission', 'to', 'a', 'motion', 'for', 'a', 'resolution', 'and', 'to', 'ask', 'him', 'at', 'the', 'same', 'time', 'to', 'draw', 'up', 'a', 'green', 'paper', 'on', 'the', 'current', 'state', 'of', 'voluntary', 'insurance', 'and', 'supplementary', 'sickness', 'insurance']",i find it rather odd that people be already try to tie the commission 's hand in relation to the proposal for a directive while at the same call on it to present a green paper on the current situation with regard to optional and supplementary health insurance scheme,i find it a little strange to want as of now force the commission to a motion for a resolution and to ask him at the same time to draw up a green paper on the current state of voluntary insurance and supplementary sickness insurance
2052,But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.,"However, I would like to say to the House this afternoon that we should not lose sight of the fact that the European Union spends only 1% of GDP of the Member States and that most of this money is managed in the Member States.",4.6,SMTeuroparl,"['But', 'I', 'would', 'like', 'to', 'say', 'to', 'Parliament', 'this', 'afternoon', 'that', 'we', 'should', 'not', 'lose', 'sight', 'of', 'the', 'fact', 'that', 'the', 'EU', 'spends', 'just', '1', 'of', 'GDP', 'and', 'much', 'of', 'that', 'is', 'administered', 'in', 'the', 'Member', 'States']","['However', 'I', 'would', 'like', 'to', 'say', 'to', 'the', 'House', 'this', 'afternoon', 'that', 'we', 'should', 'not', 'lose', 'sight', 'of', 'the', 'fact', 'that', 'the', 'European', 'Union', 'spends', 'only', '1', 'of', 'GDP', 'of', 'the', 'Member', 'States', 'and', 'that', 'most', 'of', 'this', 'money', 'is', 'managed', 'in', 'the', 'Member', 'States']","['but', 'i', 'would', 'like', 'to', 'say', 'to', 'parliament', 'this', 'afternoon', 'that', 'we', 'should', 'not', 'lose', 'sight', 'of', 'the', 'fact', 'that', 'the', 'eu', 'spend', 'just', '1', 'of', 'gdp', 'and', 'much', 'of', 'that', 'be', 'administer', 'in', 'the', 'member', 'state']","['however', 'i', 'would', 'like', 'to', 'say', 'to', 'the', 'house', 'this', 'afternoon', 'that', 'we', 'should', 'not', 'lose', 'sight', 'of', 'the', 'fact', 'that', 'the', 'european', 'union', 'spend', 'only', '1', 'of', 'gdp', 'of', 'the', 'member', 'state', 'and', 'that', 'most', 'of', 'this', 'money', 'be', 'manage', 'in', 'the', 'member', 'state']",but i would like to say to parliament this afternoon that we should not lose sight of the fact that the eu spend just 1 of gdp and much of that be administer in the member state,however i would like to say to the house this afternoon that we should not lose sight of the fact that the european union spend only 1 of gdp of the member state and that most of this money be manage in the member state
